"Empresa compra","Empresa Vende","Año","Mes","Energía Punta","Energía Valle","Energía Noche","Potencia Compra Punta","Potencia Compra Valle","Potencia Compra Noche","Energía Peaje","Tipo","Importe kwh Punta","Importe kwh Valle","Importe kwh Noche","Importe kw Punta","Importe kw Valle","Importe kw Noche","Importe Peaje","Importe Ajustes","Importe Total","Costos CVG","Energía Fuera Punta","Energía kwh Fuera Punta","Planta","Importe kw Fuera Punta","Potencia Fuera Punta","Impuesto IVA"
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Octubre   ","","","","","","","","","","","","","","","","","","","","","SAN LORENZO","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Octubre   ","933666.38","","","","","","","","41380094.09","","","","","","","","131285080.61","","3752294.93","","Central Sigifredo Solís S","89904986.52","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Octubre   ","2359444.287","3156203.717","3488302.868","","","","","504","107920981.72","118231391.24","111730340.89","","","","","","337882713.86","","","","SAN LORENZO","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Octubre   ","1261070.555","2688070.008","2380023.626","","","","","504","76635257.668","122360946.81","108338675.49","","","","","","307334879.97","","5068093.635","","Central Sigifredo Solís S","230699622.3","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Cooperativo Cubujuqui R L ","2025","Octubre   ","2595089.005","3324913.576","1453798.572","","","","","504","189441497.42","199494814.59","62513338.598","","","","","","451449650.61","","","","CUBUJUQUÍ","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Cooperativo Cubujuqui R L ","2025","Octubre   ","2123133.405","2911008.954","1652159.32","","","","","504","154988738.61","174660537.27","71042850.781","","","","","","400692126.66","","","","DOÑA JULIA","","",""
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","AEROENERGIA S.A.","2025","Octubre   ","75915.929","182225.091","139705.281","","","","","523.29","946274.433","2271393.449","1741393.888","","","","","","4959061.771","","","","AEROENERGÍA","","","644678.03"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Consorcio Eólico Chiripa S.A.","2025","Octubre   ","1249104.969","3423161.716","2858279.789","","","","","523.29","34316317.272","94043580.459","78524734.604","","","","","","206884632.34","","","","CHIRIPA","","","26895002.204"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","El Ángel S.A.","2025","Octubre   ","354807.281","725947.345","196479.974","","","","","523.29","11242143.04","23001793.703","6225509.136","","","","","","40469445.879","","","","EL ÁNGEL","","","5261027.964"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Empresa Eléctrica Matamoros S. A.","2025","Octubre   ","1626924.26","","","","","","","523.29","52783895.997","","","","","","","","52783895.997","","","","MATAMOROS","","","6861906.48"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","HIDROELÉCTRICA CAÑO GRANDE S.A ","2025","Octubre   ","259428.13","700655.65","688612.96","","","","","523.29","8706043.758","23513015.734","23108878.868","","","","","","55327938.36","","","","CAÑO GRANDE","","","7192631.987"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","HIDROVENECIA S.A. ","2025","Octubre   ","302407.2","851951.52","856450.08","","","","","523.29","10148356.587","28590289.288","28741253.221","","","","","","67479899.096","","","","HIDROVENECIA","","","8772386.883"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","LA REBECA DE LA MARINA S.A.","2025","Octubre   ","2020.716","5007.888","4538.268","","","","","523.29","67674.91","167716.974","151989.137","","","","","","387381.021","","","","REBECA I","","","50359.533"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Molinos de Viento del Arenal S. A.","2025","Octubre   ","128170.487","190040.251","184905.326","","","","","523.29","1597615.364","2368807.601","2304801.958","","","","","","6271224.923","","","","TIERRAS MORENAS (MOVASA)","","","815259.24"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Central Hidroeléctrica Vara Blanca S. A.","2025","Octubre   ","154429.8","420039.9","425442.15","","","","","523.29","7951857.278","8660224.485","5476690.345","","","","","","22088772.109","","","","VARA BLANCA","","","2871540.374"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","P. H. DON PEDRO S. A. ","2025","Octubre   ","483645.989","1929682.429","1602092.669","","","","","523.29","16230476.351","64757417.042","53763967.356","","","","","","134751860.75","","","","DON PEDRO","","","17517741.897"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","P. H. RÍO VOLCÁN S.A. ","2025","Octubre   ","631825.687","1657594.993","1225593.982","","","","","523.29","21203177.724","55626546.943","41129203.148","","","","","","117958927.82","","","","VOLCÁN 3","","","15334660.616"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","PLANTA EÓLICA GUANACASTE S. A. ","2025","Octubre   ","772276.55","1678038.15","1571975.78","","","","","523.29","17619833.645","38285183.693","35865328.514","","","","","","91770345.852","","","","TILARÁN (P.E. Guanacaste)","","","11930144.961"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Plantas Eólicas Limitada","2025","Octubre   ","63115.941","128786.775","73556.264","","","","","523.29","786725.541","1605297.256","916861.747","","","","","","3308884.544","","","","TILARÁN (PESA)","","","430154.991"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","SUERKATA S. R. L. ","2025","Octubre   ","203538.45","588308.63","560381.1","","","","","523.29","6449156.782","18640683.476","17755794.853","","","","","","42845635.112","","","","SUERKATA","","","5569932.565"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","TILAWIND CORPORATION","2025","Octubre   ","257375.4","500592.423","420947.678","","","","","523.29","6882248.803","13385900.954","11256190.979","","","","","","31524340.735","","","","TILAWIND","","","4098164.296"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","UNIÓN FENOSA GENERADORA TORITO S. A.  ","2025","Octubre   ","15930341.49","","6368392.04","","","","","523.29","870298067.97","","69649579.793","327056250","","","","","1267003897.8","","","","TORITO","","","164710506.71"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Inversiones Eólicas de Orosí Dos S. A. ","2025","Octubre   ","973578.77","1903430.68","1870841.91","","","","","523.29","26695916.694","52192824.243","51299228.075","","","","","","130187969.01","","","","OROSÍ","","","16924435.972"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","El Ángel S.A.","2025","Octubre   ","568280.58","1058696.372","90687.048","","","","","523.29","38123544.805","28420468.028","1523325.572","","","","","","68067338.405","","","","AMPLIACIÓN EL ÁNGEL","","","8848753.993"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","AEROENERGIA S.A.","2025","Octubre   ","110954.515","302479.842","230084.967","","","","","523.29","2815977.335","7676806.806","5839456.388","","","","","","16332240.529","","","","VIENTOS DEL ESTE","","","2123191.269"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","FILA DE MOGOTE D.C.R. SRL","2025","Octubre   ","219074.216","490508.189","418589.956","","","","","523.29","5560008.313","12448884.465","10623630.999","","","","","","28632523.777","","","","P.E FILA DE MOGOTE","","","3722228.091"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Inversiones Eólicas Guanacaste S.A. ","2025","Octubre   ","461501.37","1079674.51","929536.65","","","","","523.29","11761005.545","27514666.693","23688521.968","","","","","","62964194.206","","","","P.E ALTAMIRA","","","8185345.247"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","INVERSIONES EÓLICAS CAMPOS AZULES S.A.","2025","Octubre   ","482344.42","1079330.96","974222.63","","","","","523.29","12292171.059","27505912.052","24827305.666","","","","","","64625388.777","","","","P.E CAMPOS AZULES","","","8401300.541"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","P. H .CHUCÁS  S.A.","2025","Octubre   ","24603444.009","","","","","","","523.29","1110574745.9","","","313868497.98","","","","","1424443243.9","","","","CHUCÁS","","","185177621.71"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Costa Rica Energy Holding S.A.","2025","Octubre   ","466041.63","834176.35","818791.93","","","","","523.29","11876710.197","21258337.043","20866277.709","","","","","","54001324.949","","","","P.E VIENTOS DE MIRAMAR","","","7020172.243"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Vientos del Volcán S.A.","2025","Octubre   ","492336.27","849916.69","807965.82","","","","","523.29","12546809.206","21659464.993","20590383.523","","","","","","54796657.721","","","","P.E VIENTOS DE LA PERLA","","","7123565.504"
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Setiembre ","2292012.968","2322783.211","2842035.46","","","","","506","104836673.16","87011459.105","91030395.79","","","","","","282878528.06","","","","SAN LORENZO","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Setiembre ","1198321.489","2536228.611","2089661.454","","","","","506","72821996.924","115449126.39","95121389.397","","","","","","283392512.71","","4625890.065","","Central Sigifredo Solís S","210570515.79","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Cooperativo Cubujuqui R L ","2025","Setiembre ","2698709.836","3699496.601","1139880.465","","","","","506","197005818.03","221969796.07","49014860.032","","","","","","467990474.13","","","","CUBUJUQUÍ","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Cooperativo Cubujuqui R L ","2025","Setiembre ","2203408.523","3034399.055","1700808.23","","","","","506","160848822.23","182063943.33","73134753.909","","","","","","416047519.47","","","","DOÑA JULIA","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Setiembre ","484370.77","","","","","","","","21467312.62","","","","","","","","66268208.92","","1869820.38","","Central Sigifredo Solís S","44800896.3","",""
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Agosto    ","457564.93","","","","","","","","27806221.04","","","","","","","","119724825.32","","2019301.5","","Central Sigifredo Solís S","91918604.28","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Agosto    ","1528794.869","2809764.307","2725238.556","","","","","509.25","69927077.325","105253770.958","87289390.977","","","","","","262470239.262","","","","SAN LORENZO","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Agosto    ","1128000.215","2790715.585","2297071.253","","","","","509.25","68548573.078","127033373.45","104562683.471","","","","","","300144630","","5087786.839","","Central Sigifredo Solís S","231596056.921","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Cooperativo Cubujuqui R L ","2025","Agosto    ","2955478.157","3993694.243","2046973.961","","","","","509.25","215749905.475","239621654.627","88019880.286","","","","","","543391440.39","","","","CUBUJUQUÍ","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Cooperativo Cubujuqui R L ","2025","Agosto    ","2515699.309","3253847.411","2408508.202","","","","","509.25","183646049.6","195230844.657","103565852.719","","","","","","482442746.977","","","","DOÑA JULIA","","",""
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","AEROENERGIA S.A.","2025","Agosto    ","171091.02","541867.58","479141.53","","","","","523.29","2132609.837","6754253.563","5972387.915","","","","","","14859251.315","","","","AEROENERGÍA","","","1931702.671"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Consorcio Eólico Chiripa S.A.","2025","Agosto    ","2627347.64","8324114.11","8381073.7","","","","","523.29","72180398.617","228686097.41","230250933.36","","","","","","531117429.38","","","","CHIRIPA","","","69045265.82"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","El Ángel S.A.","2025","Agosto    ","158706.137","314245.72","73921.675","","","","","523.29","5028637.204","9956941.468","2342223.771","","","","","","17327802.443","","","","EL ÁNGEL","","","2252614.318"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Empresa Eléctrica Matamoros S. A.","2025","Agosto    ","2230074.46","","","","","","","523.29","71249758.75","","","","","","","","71249758.75","","","","MATAMOROS","","","9262468.637"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","HIDROELÉCTRICA RÍO LAJAS S.A.","2025","Agosto    ","399799.43","998877.86","387856.89","","","","","523.29","12667731.059","31649651.944","12289324.362","","","","","","56606707.366","","","","HIDROELÉCTRICA RÍO LAJAS","","","7358871.958"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","HIDROELÉCTRICA CAÑO GRANDE S.A ","2025","Agosto    ","253740.77","778216.5","748152.38","","","","","523.29","8515184.196","26115844.496","25106936.143","","","","","","59737964.835","","","","CAÑO GRANDE","","","7765935.429"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","HIDROVENECIA S.A. ","2025","Agosto    ","292709.16","866422.08","851769.36","","","","","523.29","9822906.838","29075902.408","28584177.261","","","","","","67482986.507","","","","HIDROVENECIA","","","8772788.246"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","LA REBECA DE LA MARINA S.A.","2025","Agosto    ","2688.408","6928.38","6985.368","","","","","523.29","90036.289","232035.326","233943.886","","","","","","556015.502","","","","REBECA I","","","72282.015"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Molinos de Viento del Arenal S. A.","2025","Agosto    ","336043.411","1144035.727","749087.354","","","","","523.29","4188703.085","14260139.687","9337199.927","","","","","","27786042.699","","","","TIERRAS MORENAS (MOVASA)","","","3612185.551"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Central Hidroeléctrica Vara Blanca S. A.","2025","Agosto    ","142373.7","437351.25","460205.55","","","","","523.29","7331067.885","9017144.896","5924197.487","","","","","","22272410.268","","","","VARA BLANCA","","","2895413.335"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","P. H. DON PEDRO S. A. ","2025","Agosto    ","791644.2","2185267.45","1728598.93","","","","","523.29","26566459.981","73334488.548","58009339.114","","","","","","157910287.64","","","","DON PEDRO","","","20528337.394"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","P. H. RÍO VOLCÁN S.A. ","2025","Agosto    ","724347.96","2028641.66","1701776.54","","","","","523.29","24308092.095","68078349.239","57109217.52","","","","","","149495658.85","","","","VOLCÁN 3","","","19434435.651"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","PLANTA EÓLICA GUANACASTE S. A. ","2025","Agosto    ","1599098.22","5567026.68","4976536.27","","","","","523.29","36484139.87","127014183.76","113541889.1","","","","","","277040212.73","","","","TILARÁN (P.E. Guanacaste)","","","36015227.655"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Plantas Eólicas Limitada","2025","Agosto    ","138527.61","353300.3","262859.19","","","","","523.29","1726715.712","4403804.557","3276480.91","","","","","","9407001.178","","","","TILARÁN (PESA)","","","1222910.153"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","SUERKATA S. R. L. ","2025","Agosto    ","155661.75","480695.4","465321.08","","","","","523.29","4932175.703","15230936.302","14743795.175","","","","","","34906907.18","","","","SUERKATA","","","4537897.933"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","TILAWIND CORPORATION","2025","Agosto    ","516251.24","1678003.08","1447998.84","","","","","523.29","13804620.448","44870003.408","38719660.915","","","","","","97394284.771","","","","TILAWIND","","","12661257.02"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","UNIÓN FENOSA GENERADORA TORITO S. A.  ","2025","Agosto    ","21331043.54","","7269051.07","","","","","523.29","1165346395.5","","79499870.396","326967233.14","","","","7847408.594","1579660907.7","","","","TORITO","","","205355918"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Inversiones Eólicas de Orosí Dos S. A. ","2025","Agosto    ","1985066.82","7064701.78","6551093.08","","","","","523.29","54431317.575","193716918.72","179633567.85","","","","","","427781804.14","","","","OROSÍ","","","55611634.539"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","El Ángel S.A.","2025","Agosto    ","521406.946","1119880.309","84068.406","","","","","523.29","34978990.617","30062937.15","1412148.213","","","","","","66454075.98","","","","AMPLIACIÓN EL ÁNGEL","","","8639029.877"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","AEROENERGIA S.A.","2025","Agosto    ","527962.74","1671491.46","1484223.59","","","","","523.29","13370825.636","42337716.423","37580166.61","","","","","","93288708.669","","","","VIENTOS DEL ESTE","","","12127532.127"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","FILA DE MOGOTE D.C.R. SRL","2025","Agosto    ","549325.419","1966867.943","1744293.284","","","","","523.29","13941640.188","49918252.807","44269404.777","","","","","","108129297.77","","","","P.E FILA DE MOGOTE","","","14056808.71"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Inversiones Eólicas Guanacaste S.A. ","2025","Agosto    ","1186012.54","3690754.74","3240119.78","","","","","523.29","30224607.685","94056019.01","82571933.301","","","","","","206852560","","","","P.E ALTAMIRA","","","26890832.799"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","INVERSIONES EÓLICAS CAMPOS AZULES S.A.","2025","Agosto    ","1018712.13","3265793.35","2819056.77","","","","","523.29","25961086.711","83226208.021","71841468.917","","","","","","181028763.65","","","","P.E CAMPOS AZULES","","","23533739.274"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","P. H .CHUCÁS  S.A.","2025","Agosto    ","17579330.566","","","","","","","523.29","793513321.58","","","286833606.35","","","","","1080346927.9","","","","CHUCÁS","","","140445100.63"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Costa Rica Energy Holding S.A.","2025","Agosto    ","757686.91","2641034.53","2243008.38","","","","","523.29","19309060.862","67304712.07","57161326.738","","","","","","143775099.67","","","","P.E VIENTOS DE MIRAMAR","","","18690762.957"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Vientos del Volcán S.A.","2025","Agosto    ","950184.97","3213084.9","2699536.39","","","","","523.29","24214726.693","81882969.687","68795586.212","","","","","","174893282.59","","","","P.E VIENTOS DE LA PERLA","","","22736126.737"
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Julio     ","","","","","","","","","","","","","","","","","","","","","SAN LORENZO","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Julio     ","940226.86","","","","","","","","57137586.28","","","","","","","","252328749.48","","4288030.83","","Central Sigifredo Solís S","195191163.2","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Julio     ","1442375.231","2890954.994","2695270.818","","","","","508.35","65974243.086","108295174.1","86329524.321","","","","","","260598941.51","","","","SAN LORENZO","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Julio     ","1269931.562","3170000.504","2621692.885","","","","","508.35","77173741.061","144298422.94","119339460.15","","","","","","340811624.15","","5791693.389","","Central Sigifredo Solís S","263637883.09","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Cooperativo Cubujuqui R L ","2025","Julio     ","2674004.582","3546312.087","1871370.931","","","","","508.35","195202334.51","212778725.26","80468950.071","","","","","","488450009.85","","","","CUBUJUQUÍ","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Cooperativo Cubujuqui R L ","2025","Julio     ","2196015.032","3262624.677","2978255.107","","","","","508.35","160309097.38","195757480.63","128064969.62","","","","","","484131547.63","","","","DOÑA JULIA","","",""
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Julio     ","513316.12","","","","","","","","31194220.31","","","","","","","","137758682.44","","2341047.06","","Central Sigifredo Solís S","106564462.13","",""
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","AEROENERGIA S.A.","2025","Julio     ","320735.82","819011.72","784227.78","","","","","523.29","3997897.521","10208790.915","9775217.18","","","","","","23981905.617","","","","AEROENERGÍA","","","3117647.73"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Consorcio Eólico Chiripa S.A.","2025","Julio     ","4394242.93","11268395.07","11333103.2","","","","","523.29","120721825.598","309573518.335","311351228.657","","","","","","741646572.589","","","","CHIRIPA","","","96414054.437"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","El Ángel S.A.","2025","Julio     ","","","","","","","","523.29","","","","","","","","","","","","","EL ÁNGEL","","",""
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Empresa Eléctrica Matamoros S. A.","2025","Julio     ","1444918.25","","","","","","","523.29","46878898.02","","","","","","","","46878898.02","","","","MATAMOROS","","","6094256.743"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","HIDROELÉCTRICA RÍO LAJAS S.A.","2025","Julio     ","","","","","","","","523.29","","","","","","","","","","","","","HIDROELÉCTRICA RÍO LAJAS","","",""
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","HIDROELÉCTRICA CAÑO GRANDE S.A ","2025","Julio     ","271905.48","768506.94","748716.12","","","","","523.29","9124764.717","25790007.511","25125853.076","","","","","","60040625.305","","","","CAÑO GRANDE","","","7805281.29"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","HIDROVENECIA S.A. ","2025","Julio     ","335338.2","980606.88","944925.12","","","","","523.29","11253477.04","32907782.393","31710353.584","","","","","","75871613.017","","","","HIDROVENECIA","","","9863309.692"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","LA REBECA DE LA MARINA S.A.","2025","Julio     ","2703.42","6660.684","4424.436","","","","","523.29","90539.05","223070.037","148176.839","","","","","","461785.926","","","","REBECA I","","","60032.17"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Molinos de Viento del Arenal S. A.","2025","Julio     ","755748.17","1841358.465","1621428.37","","","","","523.29","9420225.45","22952105.702","20210728.137","","","","","","52583059.29","","","","TIERRAS MORENAS (MOVASA)","","","6835797.708"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Central Hidroeléctrica Vara Blanca S. A.","2025","Julio     ","176652","485404.5","478647.75","","","","","523.29","9096119.822","10007889.853","6161598.462","","","","","","25265608.137","","","","VARA BLANCA","","","3284529.058"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","P. H. DON PEDRO S. A. ","2025","Julio     ","874231.68","2203177.23","1777856.91","","","","","523.29","29337981.739","73935518.51","59662365.128","","","","","","162935865.378","","","","DON PEDRO","","","21181662.499"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","P. H. RÍO VOLCÁN S.A. ","2025","Julio     ","929715.68","2161230.57","1634719.15","","","","","523.29","31199946.984","72527847.479","54858866.437","","","","","","158586660.9","","","","VOLCÁN 3","","","20616265.917"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","PLANTA EÓLICA GUANACASTE S. A. ","2025","Julio     ","3311903.38","8265425.01","8223673.24","","","","","523.29","75562547.477","188579341.224","187626754.573","","","","","","451768643.274","","","","TILARÁN (P.E. Guanacaste)","","","58729923.626"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Plantas Eólicas Limitada","2025","Julio     ","","","","","","","","523.29","","","","","","","","","","","","","TILARÁN (PESA)","","",""
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","SUERKATA S. R. L. ","2025","Julio     ","208687.28","560706.53","543236.33","","","","","523.29","6612297.673","17766103.666","17212557.038","","","","","","41590958.378","","","","SUERKATA","","","5406824.589"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","TILAWIND CORPORATION","2025","Julio     ","971721.91","2306125.08","2098857.49","","","","","523.29","25983959.717","61666058.237","56123700.23","","","","","","143773718.184","","","","TILAWIND","","","18690583.364"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","UNIÓN FENOSA GENERADORA TORITO S. A.  ","2025","Julio     ","21405651.86","","6233477.89","","","","","523.29","1169422353.664","","68174058.98","327056250","","","","","1564652662.645","","","","TORITO","","","203404846.144"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Inversiones Eólicas de Orosí Dos S. A. ","2025","Julio     ","3794046.3","9625150.67","8792212.54","","","","","523.29","104034254.019","263925445.491","241085951.083","","","","","","609045650.592","","","","OROSÍ","","","79175934.577"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","El Ángel S.A.","2025","Julio     ","571959.881","1008868.983","43034.829","","","","","523.29","38370373.58","27082862.861","722882.23","","","","","","66176118.672","","","","AMPLIACIÓN EL ÁNGEL","","","8602895.427"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","AEROENERGIA S.A.","2025","Julio     ","837794.17","2174351.33","2059251.34","","","","","523.29","21262853.036","55184091.172","52262903.24","","","","","","128709847.447","","","","VIENTOS DEL ESTE","","","16732280.168"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","FILA DE MOGOTE D.C.R. SRL","2025","Julio     ","1368824.452","3512211.615","3325697.842","","","","","523.29","34740169.165","89138402.974","84404764.559","","","","","","208283336.699","","","","P.E FILA DE MOGOTE","","","27076833.771"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Inversiones Eólicas Guanacaste S.A. ","2025","Julio     ","1829893.2","4697593.64","4486319.61","","","","","523.29","46633406.982","119714523.745","114330366.77","","","","","","280678297.497","","","","P.E ALTAMIRA","","","36488178.675"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","INVERSIONES EÓLICAS CAMPOS AZULES S.A.","2025","Julio     ","1635200.18","4198072.59","3905695.1","","","","","523.29","41671806.682","106984620.601","99533604.182","","","","","","248190031.465","","","","P.E CAMPOS AZULES","","","32264704.09"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","P. H .CHUCÁS  S.A.","2025","Julio     ","19132446.27","","","","","","","523.29","863619403.034","","","292108709.689","","","","","1155728112.723","","","","CHUCÁS","","","150244654.654"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Costa Rica Energy Holding S.A.","2025","Julio     ","1395694.47","3206705.97","2957928.2","","","","","523.29","35568188.753","81720409.648","75380500.119","","","","","","192669098.52","","","","P.E VIENTOS DE MIRAMAR","","","25046982.808"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD","Vientos del Volcán S.A.","2025","Julio     ","1692507.94","3894550.92","3583508.03","","","","","523.29","43132251.511","99249604.233","91322917.204","","","","","","233704772.947","","","","P.E VIENTOS DE LA PERLA","","","30381620.483"
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.","Consorcio Nacional de Empresas de Electrificación de Costa Rica R.L.","2025","Junio     ","1807028.766","3876826.788","3668611.356","","","","","508.28","82653495.779","145225931.49","117505621.73","","","","","","345385049","","","","SAN LORENZO","","",""
